strctid,blockid,parcelid,huestimate,x,y,landuse,guid,d_sf,insignific,moderate,heavy,complete
"41007024291001001S",410079509003014,24291,1,-123.918197632,45.9909210205,140,"d40eb6b2-91d9-4010-8a70-6b9761b455d8",1,.1398181,.4810464,.3342532,.0448823
"41007024292001001S",410079509003014,24292,1,-123.917999268,45.9909210205,120,"32d25f42-05c0-4305-be79-911712f976ea",1,.1399116,.4811128,.3341331,.0448425
"41007024293001001S",410079509003014,24293,1,-123.917701721,45.9909248352,132,"08159f0e-95ff-456a-b02f-4e88b4d28771",1,.140052,.4812124,.3339527,.044783
"41007024294001001S",410079511001027,24294,1,-123.910995483,45.9910736084,147,"6b8d7490-017e-4777-b4a9-a4824eca59b8",1,.0053305,.1871443,.4880103,.3195149
"41007024295001001S",410079509003014,24295,1,-123.917312622,45.9909286499,130,"c7a26e4c-9520-4849-96b2-9903d4168560",1,.1402395,.4813451,.3337119,.0447035
"41007024296001001S",410079509003014,24296,1,-123.917015076,45.9909324646,142,"ab2fbb9a-7f2a-4262-8816-8cb4cbe5c3b3",1,.1403805,.4814445,.3335311,.0446439
"41007024297001001S",410079511001027,24297,1,-123.909622192,45.9910736084,140,"e000ee79-e9d2-4588-bdaf-3dc5e11f2ad4",1,.1440421,.4839557,.3288703,.0431319
"41007024298001001S",410079509003014,24298,1,-123.916816711,45.9909362793,132,"855d733c-8bf8-47a3-afb6-99f8b871faf8",1,.1404745,.4815108,.3334105,.0446042
"41007024299001001S",410079509003014,24299,1,-123.916625977,45.9909362793,130,"88b3a988-1598-478d-b225-bd3a70bab7e1",1,.1405687,.481577,.3332898,.0445645
"41007024300001001S",410079509006039,24300,1,-123.929000854,45.9906005859,120,"9ba5d8d3-837b-4fe8-b6f5-f02dab96a102",1,.1346482,.477225,.3409723,.0471544
"41007024301001001S",410079509003014,24301,1,-123.916427612,45.990940094,130,"21ec9fe1-445e-4dcd-b710-1c458ef36b64",1,.0258439,.4247864,.4562508,.0931189
"41007024302001001S",410079509003014,24302,1,-123.916130066,45.9908065796,126,"0c616e9f-4870-4e44-8cd1-966b15c3a8d6",1,.0382554,.2445326,.4448712,.2723408
"41007024303001001S",410079509003018,24303,1,-123.922561646,45.9907951355,136,"5a810840-9770-4630-bf05-f6e6e464e9a1",1,.0373736,.2418024,.4449145,.2759095
"41007024306001001S",410079509006041,24306,1,-123.928001404,45.9906272888,132,"1c4c0090-79ef-4d71-9456-48ed923e7b14",1,.1351109,.4775791,.340365,.0469449
"41007024308001001S",410079511001034,24308,1,-123.908409119,45.991104126,140,"565764fe-fddb-4037-89cc-0cc0d23d9e00",1,.1446583,.4843647,.3280929,.0428841
"41007024309001001S",410079509006039,24309,2,-123.928977966,45.990650177,232,"ffd8e0f7-9d5e-4388-afa6-3c69280eadbc",0,.0364923,.2390267,.444912,.2795689
"41007024310001001S",410079511001027,24310,1,-123.911430359,45.9910583496,147,"f543f3aa-7349-4ef6-834a-4727dac54a2b",1,.0053128,.1868464,.4879133,.3199275
"41007024311001001S",410079509006031,24311,1,-123.925445557,45.9906845093,131,"ee355daa-dbba-494d-b8cb-84f52c03d956",1,.1362957,.4784748,.3388153,.0464142
"41007024312001001S",410079511001034,24312,1,-123.90802002,45.9911079407,140,"38aaf3cc-2bc6-481b-b53e-2af2ad1b40e3",1,.1448535,.4844935,.3278471,.042806
"41007024313001001S",410079509006042,24313,1,-123.927047729,45.9905738831,110,"1a73bb8d-cdef-46a5-be0a-9fa2c75d0bbf",1,.135476,.4778568,.3398867,.0467805
"41007024314001001S",410079509006039,24314,2,-123.928894043,45.9906387329,232,"c6916786-e188-42ad-926a-03fa2033e5cf",0,.0365001,.2390513,.4449123,.2795364
"41007024315001001S",410079511001034,24315,1,-123.907623291,45.9911079407,140,"c510e4f9-e4b7-44c3-8b51-86ed1a27a2a1",1,.1450491,.4846221,.327601,.0427279
"41007024316001001S",410079509003018,24316,1,-123.922943115,45.9907722473,121,"d61181b1-1c7b-4e49-9796-26e7f6f16751",1,.137501,.47937,.3372467,.0458823
"41007024317001001S",410079511001034,24317,1,-123.907234192,45.9911117554,140,"487a2469-4402-4903-9c04-8dfd3f6106b0",1,.0272262,.4323251,.4510223,.0894264
"41007024319001001S",410079509006039,24319,1,-123.92880249,45.9906272888,110,"984a1f33-2e66-4752-9a94-23f29d1a847f",1,.134759,.47731,.3408269,.0471042
"41007024320001001S",410079509003009,24320,6,-123.923912048,45.9906539917,410,"7f084cc8-762f-4fd0-a7c6-6c4ffcdedb5b",1,.0014466,.0625843,.4101723,.5257969
"41007024321001001S",410079509006040,24321,4,-123.930175781,45.9904251099,410,"b3e31005-960a-475e-a601-0f762e319df3",1,.0102276,.1885275,.5361865,.2650584
"41007024322001001S",410079511001041,24322,1,-123.90625,45.9911193848,140,"26b1f357-9b89-4ba3-a795-7df7e0a869d7",1,.1457366,.4850712,.3267373,.0424549
"41007024323001001S",410079509006039,24323,5,-123.929405212,45.9904632568,410,"81be0e57-7f48-4092-a1cc-4622ac0bffd4",1,.0013847,.0609886,.406513,.5311136
"41007024324001001S",410079511001041,24324,1,-123.905853271,45.9911231995,140,"4cce4c14-b7c5-4146-ada5-f8d95d6a4f2e",1,.1459339,.4851992,.32649,.042377
"41007024326001001S",410079509003018,24326,1,-123.922027588,45.9905662537,431,"67507e14-2ebd-4ad3-9345-a406d1d766c6",1,.0048458,.1332111,.5195745,.3423686
"41007024327001001S",410079511001027,24327,1,-123.904884338,45.9911575317,141,"2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a",1,.1464524,.4855337,.3258409,.0421731
"41007024328001001S",410079509006045,24328,2,-123.926490784,45.9905700684,126,"10d230a1-93a1-403d-90b2-17bed45f77c5",0,.0367908,.2399721,.4449182,.278319
"41007024329001001S",410079511001034,24329,2,-123.908882141,45.9910392761,162,"f29bc7b8-c17b-4f39-81ea-4c9323dc2109",0,.1443658,.4841711,.3284616,.0430015
"41007024331001001S",410079509006039,24331,2,-123.929000854,45.9904785156,135,"98090755-8314-4e86-8627-e683f71dea20",0,.1345314,.4771352,.3411258,.0472075
"41007024332001001S",410079509006041,24332,1,-123.92805481,45.9904937744,124,"f5008093-8bb9-4a6a-81b7-7cb1a45a70ed",1,.13496,.4774639,.340563,.0470132
"41007024333001001S",410079509003000,24333,3,-123.913650513,45.9907417297,140,"2087e889-729a-45a4-8db7-0d49f20a8ec1",0,.1417837,.4824234,.3317366,.0440564
"41007024334001001S",410079509006041,24334,1,-123.928520203,45.9905166626,121,"c7fb3e2b-a053-417f-b59a-39364c11de7d",1,.1347739,.4773214,.3408072,.0470974
"41007024335001001S",410079509006045,24335,1,-123.926101685,45.9905204773,130,"c62aef59-2aa5-44fa-839d-a95912539bd6",1,.1358431,.4781345,.3394064,.046616
"41007024336001001S",410079509003018,24336,1,-123.92276001,45.9906349182,452,"223e92ee-5afa-4a72-926e-b6e143fb877f",1,.0005996,.0383322,.3479815,.6130866
"41007024337001001S",410079511001041,24337,1,-123.906639099,45.9910545349,140,"82cf8074-a888-490b-afca-075f8380d712",1,.1454809,.4849047,.3270583,.0425562
"41007024339001001S",410079511001041,24339,1,-123.905464172,45.9910621643,140,"b7fd4349-2ccc-4ab9-a5bc-7daa543bc43d",1,.1460731,.4852893,.3263155,.0423221
"41007024341001001S",410079509006041,24341,1,-123.928459167,45.9904060364,122,"5df6b531-7bbc-47ac-b135-d9dc8364c369",1,.1347001,.4772649,.3409041,.0471309
"41007024342001001S",410079511001027,24342,1,-123.912605286,45.9906196594,131,"19cf8322-3c1f-44cb-9332-a6daa81d4215",1,.1421658,.4826863,.3312497,.0438982
"41007024343001001S",410079509003014,24343,1,-123.919273376,45.9907035828,122,"656b1e38-2844-47c4-9bab-035c74f1db13",1,.1391109,.4805408,.3351639,.0451844
"41007024345001001S",410079509003014,24345,1,-123.91897583,45.9906349182,130,"de2877b1-2859-4848-aa1a-e806c2131556",1,.0254058,.4223192,.4579273,.0943476
"41007024347001001S",410079509003014,24347,1,-123.918777466,45.9906387329,132,"d78df970-14c2-4f10-ada7-ba2f238f705e",1,.1392784,.4806611,.3349479,.0451126
"41007024348001001S",410079511001027,24348,1,-123.912773132,45.9908599854,130,"d5d5dcd2-45b2-421f-b4a6-9cbca57c5005",1,.0263379,.4275228,.4543714,.0917679
"41007024349001001S",410079509006042,24349,2,-123.927490234,45.9904212952,120,"398ade69-3b49-4019-8f26-e062ce4a4ed4",0,.1351366,.4775986,.3403314,.0469334
"41007024350001001S",410079509003014,24350,1,-123.918586731,45.9906425476,130,"b59cdaff-c64f-4764-b018-68577149b007",1,.1393716,.4807279,.3348278,.0450727
"41007024351001001S",410079509003014,24351,1,-123.918388367,45.9906425476,130,"7006d5d0-241f-41ff-b4ce-2f13c6522e93",1,.1394649,.4807945,.3347077,.0450329
"41007024352001001S",410079509003014,24352,1,-123.918190002,45.9906463623,200,"ccbd6399-185a-4d82-9f64-9cf2b7e65634",1,.025516,.4229436,.4575047,.0940357
"41007024353001001S",410079509003014,24353,1,-123.917991638,45.9906463623,130,"94f4b0d8-d00d-443a-934d-d239b60a0ffc",1,.1396517,.4809279,.3344672,.0449531
"41007024354001001S",410079509006045,24354,1,-123.926528931,45.9904327393,130,"3d7fc872-e0e8-4d8c-a976-eff3864c11fe",1,.1355751,.4779319,.339757,.046736
"41007024355001001S",410079509003014,24355,1,-123.917793274,45.990650177,130,"b4d9d5dc-aa15-4181-b7a0-da4ed13a6128",1,.1397453,.4809946,.3343469,.0449133
"41007024356001001S",410079511001027,24356,1,-123.91179657,45.9907989502,140,"6bdcafa0-f267-4747-9db2-66aa8ef954f1",1,.1427244,.483068,.3305393,.0436682
"41007024357001001S",410079511001027,24357,1,-123.911361694,45.9908218384,141,"3dfa2470-42ef-4b77-9833-fa0a36fca472",1,.1429578,.4832266,.330243,.0435726
"41007024358001001S",410079509003014,24358,1,-123.917602539,45.9906539917,130,"72bce18e-5f8b-47bc-ab17-1777d1722ded",1,.139839,.4810612,.3342264,.0448734
"41007024360001001S",410079509003014,24360,1,-123.917205811,45.9906578064,140,"f9c5e8a3-47a8-4797-9b0e-4aa984bf37d6",1,.0256548,.4237261,.4569734,.0936457
"41007024361001001S",410079509006031,24361,2,-123.925575256,45.9904518127,132,"7c0787a6-fb44-49e1-9b34-24d3de6b438d",0,.1360148,.4782639,.339182,.0465393
"41007024362001001S",410079509003014,24362,1,-123.916908264,45.9906616211,199,"905c7d8b-ba23-4b33-bb0f-f5065e2d2724",1,.0381049,.2440698,.4448817,.2729436
"41007024363001001S",410079509006039,24363,2,-123.929031372,45.9903564453,232,"46f04fd3-3e6a-4bcd-b852-e17fbe1ba0b1",0,.0364034,.2387438,.4449091,.2799437
"41007024364001001S",410079511001027,24364,1,-123.910972595,45.990814209,151,"f48ea52b-62b9-4fb0-bfd5-d77695774187",1,.1431354,.4833468,.3300178,.0435
"41007024365001001S",410079509003014,24365,1,-123.916618347,45.9906616211,199,"9f7a5e2e-3b60-4d3c-826c-7665f8a5fa9a",1,.0050885,.183003,.4866044,.3253042
"41007024366001001S",410079509003014,24366,1,-123.916419983,45.9906654358,199,"4feb69a8-f986-4b39-b66d-4c1defbdf485",1,.0050958,.1831303,.4866495,.3251244
"41007024368001001S",410079509006041,24368,2,-123.928070068,45.9903564453,133,"f7331739-2289-48a7-b12b-a1d05be94c2e",0,.1348213,.4773577,.3407451,.0470759
"41007024369001001S",410079511001027,24369,2,-123.910133362,45.9908294678,156,"c7fdb274-8ffe-4912-90a9-26e4de29b913",0,.0391142,.2471478,.4447873,.2689507
"41007024370001001S",410079509006042,24370,3,-123.927108765,45.9903717041,420,"b84338ff-7ba0-4459-a8a7-e19c8167e473",0,.0366551,.239543,.4449161,.2788858
"41007024371001001S",410079511001027,24371,1,-123.912017822,45.9905891418,140,"05b35538-938a-49f1-8906-e75e8caef2fc",1,.1424162,.4828578,.3309311,.0437949
"41007024372001001S",410079509006045,24372,3,-123.926139832,45.9903831482,232,"4543acd4-3c8b-4fbc-8a08-b27fa58fb3e9",0,.0367843,.2399516,.4449181,.2783459
"41007024373001001S",410079509003018,24373,1,-123.922767639,45.9904289246,410,"0856cbe1-606e-495b-a45e-0457fa4dc58f",1,.0014537,.0627655,.4105814,.5251995
"41007024374001001S",410079509003009,24374,3,-123.923980713,45.9904518127,411,"ef691b82-cae4-4d14-ac1b-2db49936bb26",0,.000591,.0379938,.3467477,.6146676
"41007024375001001S",410079509006040,24375,2,-123.93044281,45.9901771545,410,"4c9e1771-e635-4de2-80f7-b24a217633c5",1,.001368,.0605519,.4054937,.5325865
"41007024377001001S",410079509006041,24377,1,-123.928489685,45.990272522,120,"5bf57403-3a9f-4b4a-b3cf-f90e87943dbf",1,.1345555,.4771537,.3410942,.0471966
"41007024378001001S",410079511001027,24378,1,-123.912918091,45.9906959534,130,"e7e658db-7d4e-4274-b674-5ecfdb1cc1b1",1,.0262699,.4271489,.4546295,.0919518
"41007024379001001S",410079509003014,24379,1,-123.919273376,45.9905662537,130,"d53757fe-4c57-4ba1-9d56-d09e13f53240",1,.138981,.4804474,.3353313,.0452402
"41007024380001001S",410079509006042,24380,5,-123.927536011,45.9902534485,234,"3871e0b4-3cc2-4332-81e2-3ea7d51371ee",0,.0365661,.2392609,.4449141,.279259
"41007024381001001S",410079511001027,24381,1,-123.909606934,45.9907646179,141,"b6e247f6-b2bf-4865-824e-566c1d63948e",1,.143751,.4837611,.3292383,.0432497
"41007024382001001S",410079509006039,24382,3,-123.92905426,45.9901733398,147,"9e302d97-4648-496e-8c29-66d9e13a5b44",0,.0363483,.2385686,.4449071,.280176
"41007024383001001S",410079509006045,24383,1,-123.926567078,45.9902992249,132,"d2d5475b-933e-460b-9a22-0c55cae7edba",1,.1354302,.477822,.3399467,.0468011
"41007024384001001S",410079509006040,24384,2,-123.930053711,45.9901275635,410,"4acb18fa-7199-4eb4-bdca-7939bfd707be",1,.0101964,.1882388,.5361304,.2654345
"41007024385001001S",410079509006031,24385,2,-123.92565155,45.9903106689,130,"b81be9cc-7d42-4fbc-ae5b-98b489704f96",0,.135845,.4781359,.3394039,.0466151
"41007024386001001S",410079509006041,24386,2,-123.928108215,45.9902229309,146,"cfcb0329-feb0-4db9-8ec2-d33b5c6c8b29",0,.004662,.1753994,.4836952,.3362434
"41007024387001001S",410079511001027,24387,1,-123.904884338,45.9908370972,141,"6a62f988-3299-4254-a9f4-53a8ef6f3e60",1,.1461445,.4853354,.3262261,.042294
"41007024388001001S",410079509006042,24388,1,-123.927139282,45.990234375,120,"83834004-3553-4334-bc8d-ba3d9e95e4f9",1,.1351139,.4775813,.3403612,.0469436
"41007024389001001S",410079509003000,24389,4,-123.913917542,45.9905014038,146,"a1e7dd79-35ca-4705-ae9e-78b663345495",0,.0051757,.1845101,.4871303,.323184
"41007024390001001S",410079509006045,24390,2,-123.926177979,45.9902496338,132,"acc64d78-30e9-43ff-8332-9c231d55a3a4",0,.1355532,.4779153,.3397856,.0467459
"41007024392001001S",410079509006039,24392,5,-123.929512024,45.9900588989,146,"9920684c-1d25-4782-81d3-25203e16ba9b",0,.036258,.2382805,.4449033,.2805583
"41007024393001001S",410079509006041,24393,3,-123.928527832,45.9901390076,143,"d9f0f88e-789e-4e1d-819a-2d6f8b1816fb",0,.1344109,.4770425,.3412842,.0472624
"41007024394001001S",410079509006045,24394,4,-123.926620483,45.9900970459,133,"92cd533e-027f-45fa-9ed9-4d8d0f756269",0,.1352131,.4776569,.3402312,.0468989
"41007024395001001S",410079511001043,24395,1,-123.908874512,45.9906425476,150,"dfd68c95-97fe-494f-a42a-02409ad4d221",1,.1439873,.4839191,.3289395,.0431541
"41007024396001001S",410079511001027,24396,1,-123.910041809,45.9905357361,146,"241a3c7d-e48b-43c6-a025-f41e2360397b",1,.0390426,.2469314,.4447958,.2692302
"41007024397001001S",410079511001043,24397,2,-123.908401489,45.9905815125,156,"33796671-0471-4f8e-8b31-b01b50058969",0,.005394,.1882127,.4883533,.31804
"41007024398001001S",410079511001043,24398,1,-123.90801239,45.9905853271,140,"1ece43ed-16ec-4265-bc40-9114d7b61023",1,.1443575,.4841655,.3284721,.0430048
"41007024399001001S",410079509006041,24399,1,-123.928146362,45.9900856018,133,"40dcc2d4-a36a-49f2-8ff6-219b93710a98",1,.134532,.4771357,.341125,.0472072
"41007024400001001S",410079511001043,24400,1,-123.907615662,45.9905891418,141,"27136214-a9dd-429f-9633-b5fc81b9c3c6",1,.1445531,.4842951,.3282255,.0429263
"41007024402001001S",410079509006039,24402,3,-123.929222107,45.9900054932,130,"c74972f3-b06e-41db-a483-746f26f500e0",0,.133981,.4767101,.3418501,.0474587
"41007024403001001S",410079511001027,24403,1,-123.913040161,45.9905319214,130,"4c01fa1e-3643-4236-a47f-aca27e22f034",1,.0262061,.4267973,.4548717,.0921249
"41007024404001001S",410079509006042,24404,2,-123.927177429,45.9901008606,136,"63992a6d-4ba3-405c-af9d-f5a63eb06f95",0,.0046836,.175794,.4838569,.3356655
"41007024405001001S",410079511001043,24405,1,-123.907226563,45.9905891418,156,"980fc855-cf68-4f14-ab7f-4c288b6d25ec",1,.0394708,.2482214,.444741,.2675668
"41007024406001001S",410079509006042,24406,5,-123.927589417,45.9900512695,232,"e31e2eb4-1d71-4123-b8c4-8288f690562b",0,.0365024,.2390587,.4449123,.2795266
"41007024407001001S",410079511001037,24407,2,-123.90663147,45.9906578064,147,"c1855b70-7592-4b32-8a83-3cd78d15abfe",0,.0054703,.1894842,.488751,.3162945
"41007024408001001S",410079509006045,24408,1,-123.926216125,45.9901161194,120,"112a5b53-59b3-4667-b6ae-b15b254bf6d3",1,.1354084,.4778055,.3399752,.0468109
"41007024410001001S",410079511001037,24410,1,-123.906242371,45.9905967712,140,"0180337c-52a7-450f-bc36-c2db307944eb",1,.1452406,.4847477,.3273601,.0426516
"41007024414001001S",410079511001037,24414,1,-123.905845642,45.9906005859,130,"9226ee6b-3e1a-41ff-8133-43b56ef02cb0",1,.1454379,.4848767,.3271122,.0425732
"41007024418001001S",410079511001037,24418,1,-123.905456543,45.9906616211,141,"b2867311-1924-4457-b6c8-8c03d83e032e",1,.1456915,.4850419,.3267939,.0424727
"41007024419001001S",410079509003014,24419,1,-123.919364929,45.9902496338,130,"21ad78bd-42fd-450f-868d-32df32a1f3f3",1,.1386364,.4801987,.3357763,.0453887
"41007024420001001S",410079509003014,24420,1,-123.919166565,45.9902496338,130,"bc6cea1b-5c99-43be-9378-4188e737710a",1,.1387293,.4802658,.3356563,.0453486
"41007024421002001S",410079509003014,24421,1,-123.918968201,45.9902534485,192,"8072fe94-0d3c-43b8-84ec-066bbac1b4b5",1,.0252987,.4217102,.4583386,.0946525
"41007024421002002S",410079509003014,24421,1,-123.918968201,45.9902534485,192,"3efa999c-bac9-4f45-87e1-a5c0b65969c5",1,.0252987,.4217102,.4583386,.0946525
"41007024422001001S",410079509003014,24422,1,-123.918769836,45.9902534485,130,"d1632514-d596-49f5-bf25-6d009d518633",1,.1389153,.4804001,.3354161,.0452685
"41007024423001001S",410079509006041,24423,1,-123.928565979,45.9900016785,133,"a2a83add-a087-4328-9c24-b8c3e2f4de26",1,.1342665,.476931,.3414743,.0473282
"41007024424001001S",410079509003014,24424,1,-123.918571472,45.9902572632,140,"97a0d4d5-96a8-4e56-8acb-7d708dfb9c52",1,.1390085,.4804672,.3352959,.0452284
"41007024425001001S",410079509003014,24425,1,-123.918380737,45.9902610779,130,"1f5ec24b-63e4-4379-910a-564eb59a2ad7",1,.1391017,.4805343,.3351756,.0451884
"41007024426001001S",410079509003014,24426,1,-123.918182373,45.9902610779,140,"2c22342b-a774-4629-93e3-55ce053950a9",1,.1391951,.4806013,.3350552,.0451483
"41007024427001001S",410079509003014,24427,1,-123.917984009,45.9902648926,140,"c15698f5-21b2-47b7-a4a8-7b52678c2fc2",1,.1392886,.4806684,.3349348,.0451083
"41007024428001001S",410079509003014,24428,1,-123.917785645,45.9902648926,130,"6812487a-0e87-4380-a15d-3dbcf922b99e",1,.1393822,.4807354,.3348143,.0450682
"41007024429001001S",410079509003014,24429,1,-123.917495728,45.9902687073,120,"aa03279c-f4be-48a0-9d99-aeaaa9d11c58",1,.1395227,.4808359,.3346333,.0450082
"41007024430001001S",410079509003014,24430,2,-123.917121887,45.9902954102,242,"3cb1b7de-51e8-4eee-8766-607e62e75bbe",0,.0050427,.1822058,.4863195,.326432
"41007024431001001S",410079511001027,24431,2,-123.909606934,45.9904899597,151,"ca4abf4e-90aa-447f-9955-f0c6e52a2b47",0,.1434893,.4835855,.3295694,.0433559
"41007024432001001S",410079509003014,24432,1,-123.916824341,45.9902992249,130,"46ec867f-28f1-4323-bba1-8577b9342636",1,.0256053,.4234476,.4571626,.0937844
"41007024434001001S",410079509003025,24434,3,-123.922981262,45.9901390076,440,"fd6a6c2a-b258-4517-9d82-35fa3d16f7d6",0,.0005927,.0380622,.3469979,.6143472
"41007024435001001S",410079509006041,24435,8,-123.928199768,45.9898872375,234,"d9fa5325-7e2c-407e-87fb-a6f57995f52a",0,.0363782,.2386637,.4449082,.2800499
"41007024436001001S",410079509003025,24436,1,-123.922554016,45.9901390076,130,"18033626-7a1f-47fc-aade-00f33943a31a",1,.1370726,.4790536,.3378033,.0460704
"41007024437001001S",410079509005020,24437,1,-123.930526733,45.9898681641,131,"ca3354fe-680f-480c-9b14-9c990c880282",1,.133287,.4761692,.3427658,.047778
"41007024438001001S",410079509006042,24438,1,-123.927215576,45.9899673462,110,"afa612b7-39f2-4836-a9bb-66a0bdc434f9",1,.1348246,.4773602,.3407407,.0470744
"41007024439001001S",410079509006039,24439,2,-123.929046631,45.9899253845,143,"7bc4c3c0-3f81-46f6-ad3d-70e4a21b9597",0,.1339834,.476712,.3418469,.0474576
"41007024441001001S",410079511001040,24441,1,-123.9114151,45.99036026,141,"6a66222c-8bc2-45d0-bb06-d55433d8d601",1,.0263907,.4278127,.4541711,.0916255
"41007024442001001S",410079511001040,24442,1,-123.91103363,45.9903717041,136,"4670e705-a82b-46a7-a399-ebd85515c53c",1,.0052756,.1862149,.4877055,.3208041
"41007024443001001S",410079509006045,24443,1,-123.926246643,45.9899787903,132,"679b0699-e396-451e-bcdc-0ff903a3cacf",1,.1352637,.4776955,.3401647,.046876
"41007024444001001S",410079511001040,24444,1,-123.910667419,45.9903717041,151,"c2e13df8-3ad4-4791-8698-244e48ce578c",1,.026502,.4284214,.4537496,.0913269
"41007024445001001S",410079509003009,24445,1,-123.924240112,45.99010849,120,"be08f1ec-050d-49f4-81a4-e0c88e21ae70",1,.1362833,.4784655,.3388316,.0464197
"41007024446001001S",410079511001027,24446,1,-123.904876709,45.9905128479,141,"700efb88-895a-4fe0-8cc1-8131ad59ef03",1,.1458372,.4851365,.3266112,.0424151
"41007024447001001S",410079509006041,24447,1,-123.928604126,45.9898681641,132,"f2282a9f-83c7-483b-9fcb-22b69261212f",1,.1341221,.4768194,.3416643,.0473942
"41007024448001001S",410079509005020,24448,3,-123.930137634,45.989818573,410,"da1263c1-1bd2-453b-b321-dc30a6cb310e",1,.0013631,.0604232,.4051919,.5330218
"41007024450001001S",410079509006042,24450,2,-123.927749634,45.9898223877,145,"9c79722f-9798-4c95-b758-1d4447099d94",0,.1344495,.4770722,.3412335,.0472448
"41007024451001001S",410079509006045,24451,7,-123.926483154,45.9898719788,232,"be09e306-5dcf-44b1-9962-5d35aeaf15e6",0,.036596,.2393558,.4449148,.2791333
"41007024452001001S",410079511001043,24452,1,-123.908874512,45.9902572632,141,"c30f1226-4647-4559-b7d2-52a5206a7c9b",1,.1436226,.4836751,.3294006,.0433017
"41007024454001001S",410079509006042,24454,2,-123.927558899,45.9898071289,136,"d1625528-5e17-43ec-a58e-c3757f532be4",0,.0046507,.1751912,.4836093,.3365488
"41007024455001001S",410079509003009,24455,5,-123.924026489,45.9899368286,563,"efe74e57-40ff-471f-9e37-f292a0bcd86f",0,.0369358,.2404296,.4449192,.2777154
"41007024459001001S",410079509003025,24459,2,-123.92288208,45.9899330139,232,"bf912fcc-baf5-4869-9d2d-c93d8f73e583",0,.0370872,.2409056,.4449189,.2770883
"41007024460001001S",410079509003025,24460,1,-123.922554016,45.9900016785,122,"0ec62795-201e-4dfd-81a9-2096836374cc",1,.1369421,.4789568,.3379732,.0461279
"41007024461001001S",410079509005020,24461,1,-123.930473328,45.989730835,143,"a07d6199-f8ae-45d6-8317-2b60030f7daa",1,.1331775,.4760834,.3429105,.0478286
"41007024462001001S",410079509006042,24462,3,-123.927368164,45.9897766113,140,"69d2e5d4-2ac3-4e39-96ef-79eb7966ac5d",0,.0240637,.4145102,.4631218,.0983043
"41007024464001001S",410079511001037,24464,1,-123.90663147,45.9904022217,146,"1fd36bb1-0ec2-48b4-b9eb-cbbcac294841",1,.0395044,.2483223,.4447362,.267437
"41007024465001001S",410079509005034,24465,3,-123.929595947,45.9897460938,146,"ebbaa291-7fe8-4d87-bcd8-1f6c8e8ac8c1",0,.0361608,.23797,.4448987,.2809705
"41007024466001001S",410079509006042,24466,1,-123.9271698,45.9897499084,120,"d347d405-583f-4661-886d-c4abd20827d9",1,.1346385,.4772175,.3409851,.0471589
"41007024468001001S",410079511001037,24468,1,-123.905448914,45.9904098511,146,"a63e1eac-4e7d-49c4-9351-d68d01c986ea",1,.0396819,.2488535,.4447104,.2667542
"41007024470001001S",410079511001027,24470,1,-123.913543701,45.9901771545,130,"3a26f3df-4c46-443e-bafd-3f0acb3a7a86",1,.1412935,.4820838,.3323622,.0442605
"41007024471001001S",410079511001027,24471,1,-123.910079956,45.9902610779,141,"ec7329f4-70ec-4d25-8b13-e66798a6f307",1,.1430396,.483282,.3301393,.0435391
"41007024472001001S",410079509003014,24472,2,-123.916801453,45.9900398254,232,"fe3a84a5-70ad-4f09-9736-2cd073ff1cea",0,.0379441,.243574,.4448916,.2735904
"41007024473001001S",410079509003014,24473,1,-123.9193573,45.9899749756,136,"5a5dfc23-432b-446a-b7ff-7f15133eadd4",1,.0049396,.180394,.4856548,.3290116
"41007024474001001S",410079509003014,24474,1,-123.919158936,45.9899749756,130,"dcce2636-5c61-480a-b6cf-c59e128a5072",1,.1384704,.4800784,.3359909,.0454604
"41007024475001001S",410079509003014,24475,1,-123.918960571,45.9899787903,120,"5731c4bb-d534-4083-80c0-ba63051096bf",1,.1385633,.4801458,.3358707,.0454202
"41007024476001001S",410079509003014,24476,1,-123.918762207,45.989982605,130,"94e60a8e-a215-46c4-b4d5-0b3164705365",1,.1386564,.4802131,.3357504,.04538
"41007024477001001S",410079509003014,24477,1,-123.918571472,45.989982605,130,"573aa1f5-7b40-48d5-98ed-27926e4cdbdd",1,.1387496,.4802805,.3356301,.0453398
"41007024478001001S",410079509003014,24478,1,-123.918373108,45.9899864197,122,"c182485b-f483-4855-8dce-ccbe71ba52ae",1,.1388428,.4803478,.3355097,.0452997
"41007024479001001S",410079509003014,24479,1,-123.918075562,45.9899902344,132,"10ea893d-b45f-4f86-9847-61136c86f142",1,.1389829,.4804488,.3353289,.0452394
"41007024480001001S",410079509005034,24480,2,-123.929321289,45.9896430969,143,"4a7e4a28-0a67-40f8-96e0-156ca3c4c909",1,.1335916,.4764073,.3423635,.0476375
"41007024481001001S",410079509003014,24481,1,-123.917778015,45.9899902344,140,"277543cc-0532-40f5-a001-c244f8c369e1",1,.1391232,.4805497,.3351479,.0451791
"41007024482001001S",410079509003014,24482,1,-123.91758728,45.9899940491,130,"d39fab46-1499-4a54-afba-d351a81bb1b1",1,.1392169,.480617,.3350272,.045139
"41007024483001001S",410079509003014,24483,1,-123.917388916,45.9899978638,132,"886ab74b-1f02-4b28-99d0-4b584ef13be2",1,.1393107,.4806842,.3349063,.0450988
